Stock Symbol,Strategy Name,Trade Type,Trade Entry Time,Trade Exit Time,Entry Price,Exit Price,Reason for Exit,Profit/Loss
INFY.NS,moving_average_crossover,Buy,2021-07-13 00:00:00+05:30,2021-07-16 00:00:00+05:30,1435.6392822265625,1445.3963623046875,Trailing Stop Loss,71.32065071548591
INFY.NS,moving_average_crossover,Buy,2021-07-19 00:00:00+05:30,2021-08-24 00:00:00+05:30,1432.6192626953125,1599.09375,Trailing Stop Loss,1227.7198700389022
INFY.NS,moving_average_crossover,Buy,2021-08-25 00:00:00+05:30,2021-08-27 00:00:00+05:30,1612.75390625,1587.8966064453125,Trailing Stop Loss,-181.76546526505751
INFY.NS,moving_average_crossover,Buy,2021-08-30 00:00:00+05:30,2021-09-01 00:00:00+05:30,1577.906982421875,1559.0435791015625,Trailing Stop Loss,-138.809214042375
INFY.NS,moving_average_crossover,Buy,2021-09-02 00:00:00+05:30,2021-09-07 00:00:00+05:30,1569.59033203125,1585.8985595703125,Trailing Stop Loss,119.20018979354535
INFY.NS,moving_average_crossover,Buy,2021-09-08 00:00:00+05:30,2021-09-17 00:00:00+05:30,1573.4466552734375,1571.634765625,Trailing Stop Loss,-13.348280045412569
INFY.NS,moving_average_crossover,Buy,2021-09-20 00:00:00+05:30,2021-09-27 00:00:00+05:30,1568.4287109375,1599.37255859375,Trailing Stop Loss,228.43083297434887
INFY.NS,moving_average_crossover,Buy,2021-09-28 00:00:00+05:30,2021-09-30 00:00:00+05:30,1567.7320556640625,1556.673828125,Trailing Stop Loss,-83.28057841464421
INFY.NS,moving_average_crossover,Buy,2021-10-01 00:00:00+05:30,2021-10-06 00:00:00+05:30,1547.3348388671875,1555.140625,Trailing Stop Loss,59.14093398357081
INFY.NS,moving_average_crossover,Buy,2021-10-07 00:00:00+05:30,2021-10-08 00:00:00+05:30,1571.35595703125,1601.881591796875,Signal,228.89237463122853
INFY.NS,moving_average_crossover,Sell,2021-10-11 00:00:00+05:30,2021-10-13 00:00:00+05:30,1571.3094482421875,1588.2681884765625,Trailing Stop Loss,-129.6369777703868
INFY.NS,moving_average_crossover,Sell,2021-10-14 00:00:00+05:30,2021-10-18 00:00:00+05:30,1594.354736328125,1665.34912109375,Signal,-529.0824657597034
INFY.NS,moving_average_crossover,Buy,2021-10-19 00:00:00+05:30,2021-10-20 00:00:00+05:30,1693.2266845703125,1674.8275146484375,Trailing Stop Loss,-123.3630627336316
INFY.NS,moving_average_crossover,Buy,2021-10-21 00:00:00+05:30,2021-10-22 00:00:00+05:30,1629.5731201171875,1598.1182861328125,Trailing Stop Loss,-216.75570895653775
INFY.NS,moving_average_crossover,Buy,2021-10-25 00:00:00+05:30,2021-10-28 00:00:00+05:30,1586.73486328125,1597.37548828125,Trailing Stop Loss,73.85073844079406
INFY.NS,moving_average_crossover,Buy,2021-10-29 00:00:00+05:30,2021-11-22 00:00:00+05:30,1563.4853515625,1649.4056396484375,Trailing Stop Loss,609.251529400315
INFY.NS,moving_average_crossover,Buy,2021-11-23 00:00:00+05:30,2021-11-24 00:00:00+05:30,1628.312255859375,1589.9691162109375,Trailing Stop Loss,-275.4091458482408
INFY.NS,moving_average_crossover,Buy,2021-11-25 00:00:00+05:30,2021-11-26 00:00:00+05:30,1614.7188720703125,1585.891357421875,Trailing Stop Loss,-203.88705646634025
INFY.NS,moving_average_crossover,Buy,2021-11-29 00:00:00+05:30,2021-12-06 00:00:00+05:30,1590.29736328125,1589.313232421875,Signal,-6.9411335126934315
INFY.NS,moving_average_crossover,Sell,2021-12-07 00:00:00+05:30,2021-12-08 00:00:00+05:30,1604.640869140625,1643.7337646484375,Signal,-273.09077926394184
INFY.NS,moving_average_crossover,Buy,2021-12-09 00:00:00+05:30,2021-12-13 00:00:00+05:30,1653.2025146484375,1635.5777587890625,Trailing Stop Loss,-116.59304133048484
INFY.NS,moving_average_crossover,Buy,2021-12-14 00:00:00+05:30,2021-12-15 00:00:00+05:30,1642.60888671875,1625.7811279296875,Trailing Stop Loss,-110.84416279900037
INFY.NS,moving_average_crossover,Buy,2021-12-16 00:00:00+05:30,2021-12-20 00:00:00+05:30,1660.8428955078125,1686.4361572265625,Trailing Stop Loss,165.02346891672488
INFY.NS,moving_average_crossover,Buy,2021-12-21 00:00:00+05:30,2022-01-05 00:00:00+05:30,1698.3421630859375,1729.3258056640625,Trailing Stop Loss,198.3797148502492
INFY.NS,moving_average_crossover,Buy,2022-01-06 00:00:00+05:30,2022-01-19 00:00:00+05:30,1704.1546630859375,1750.32568359375,Trailing Stop Loss,299.98675234986484
INFY.NS,moving_average_crossover,Buy,2022-01-20 00:00:00+05:30,2022-01-21 00:00:00+05:30,1709.6856689453125,1674.0614013671875,Trailing Stop Loss,-236.9633281732598
INFY.NS,moving_average_crossover,Buy,2022-01-24 00:00:00+05:30,2022-01-27 00:00:00+05:30,1628.218505859375,1573.656982421875,Trailing Stop Loss,-373.1473667838548
INFY.NS,moving_average_crossover,Buy,2022-01-28 00:00:00+05:30,2022-01-31 00:00:00+05:30,1580.7818603515625,1627.6558837890625,Signal,319.12751873470427
INFY.NS,moving_average_crossover,Sell,2022-02-01 00:00:00+05:30,2022-02-09 00:00:00+05:30,1661.2646484375,1628.687255859375,Trailing Stop Loss,217.3061978491657
INFY.NS,moving_average_crossover,Sell,2022-02-10 00:00:00+05:30,2022-02-15 00:00:00+05:30,1658.9677734375,1629.577880859375,Trailing Stop Loss,200.1652800892207
INFY.NS,moving_average_crossover,Sell,2022-02-16 00:00:00+05:30,2022-02-21 00:00:00+05:30,1624.9375,1622.499755859375,Trailing Stop Loss,17.250697667347794
INFY.NS,moving_average_crossover,Sell,2022-02-22 00:00:00+05:30,2022-02-28 00:00:00+05:30,1625.921630859375,1608.34375,Trailing Stop Loss,124.50109052486854
INFY.NS,moving_average_crossover,Sell,2022-03-02 00:00:00+05:30,2022-03-03 00:00:00+05:30,1596.34423828125,1613.2657470703125,Trailing Stop Loss,-123.39249708578659
INFY.NS,moving_average_crossover,Sell,2022-03-04 00:00:00+05:30,2022-03-08 00:00:00+05:30,1615.5625,1667.0301513671875,Trailing Stop Loss,-366.90923206385173
INFY.NS,moving_average_crossover,Sell,2022-03-09 00:00:00+05:30,2022-03-14 00:00:00+05:30,1699.982666015625,1772.496826171875,Trailing Stop Loss,-475.6261268433428
INFY.NS,moving_average_crossover,Buy,2022-03-15 00:00:00+05:30,2022-03-17 00:00:00+05:30,1724.3104248046875,1738.6539306640625,Trailing Stop Loss,88.79639530637631
INFY.NS,moving_average_crossover,Buy,2022-03-21 00:00:00+05:30,2022-04-04 00:00:00+05:30,1737.2008056640625,1765.2313232421875,Trailing Stop Loss,173.67378224022883
INFY.NS,moving_average_crossover,Buy,2022-04-05 00:00:00+05:30,2022-04-06 00:00:00+05:30,1744.747314453125,1714.5135498046875,Trailing Stop Loss,-189.52410747755624
INFY.NS,moving_average_crossover,Buy,2022-04-07 00:00:00+05:30,2022-04-11 00:00:00+05:30,1697.779541015625,1656.1085205078125,Trailing Stop Loss,-263.7946565703086
INFY.NS,moving_average_crossover,Buy,2022-04-12 00:00:00+05:30,2022-04-18 00:00:00+05:30,1633.515380859375,1520.033203125,Stop Loss,-728.3247740734595
INFY.NS,moving_average_crossover,Sell,2022-04-19 00:00:00+05:30,2022-04-20 00:00:00+05:30,1464.3466796875,1488.4398193359375,Trailing Stop Loss,-160.509221061322
